SolverIterations,BoxType,StackHeightMultiplier,Gravity,BoxDensity,FramesToSleep,FramesToCollapse,AmountThatSlept,SimulationTime
14,FlatBox,1.02,10,0.4,0,75,0,0.000405
6,BigFlatBox,1.02,10,0.4,0,181.9,0,0.00035
7,BigFlatBox,1.02,10,0.4,0,216.2,0,0.000373
8,BigFlatBox,1.02,10,0.4,0,205.1,0,0.000373
9,BigFlatBox,1.02,10,0.4,0,223,0,0.000378
10,BigFlatBox,1.02,10,0.4,0,221.2,0,0.000358
11,BigFlatBox,1.02,10,0.4,0,260,0,0.000391
12,BigFlatBox,1.02,10,0.4,0,305.8,0,0.00037
13,BigFlatBox,1.02,10,0.4,0,292.8,0,0.000388
14,BigFlatBox,1.02,10,0.4,0,299.8,0,0.000376
6,Cube,1,6,0.6,0,57.8,0,0.000415
7,Cube,1,6,0.6,0,63.4,0,0.000425
8,Cube,1,6,0.6,0,61.8,0,0.000407
9,Cube,1,6,0.6,0,93.2,0,0.000413
10,Cube,1,6,0.6,0,84.4,0,0.00047
11,Cube,1,6,0.6,0,84.7,0,0.000408
12,Cube,1,6,0.6,0,82,0,0.000406
13,Cube,1,6,0.6,0,91.4,0,0.000395
14,Cube,1,6,0.6,0,90.8,0,0.000432
6,FlatBox,1,6,0.6,0,100.8,0,0.000406
7,FlatBox,1,6,0.6,0,124,0,0.000413
8,FlatBox,1,6,0.6,0,111,0,0.000388
9,FlatBox,1,6,0.6,0,127.8,0,0.000417
10,FlatBox,1,6,0.6,0,133.1,0,0.000391
11,FlatBox,1,6,0.6,0,166.8,0,0.000382
12,FlatBox,1,6,0.6,0,152.8,0,0.000346
13,FlatBox,1,6,0.6,0,155.6,0,0.000306
14,FlatBox,1,6,0.6,0,156.5,0,0.000402
6,BigFlatBox,1,6,0.6,0,297.6,0,0.000377
7,BigFlatBox,1,6,0.6,0,372.2,0,0.000379
8,BigFlatBox,1,6,0.6,0,366,0,0.000367
9,BigFlatBox,1,6,0.6,0,365.5,0,0.00037
10,BigFlatBox,1,6,0.6,0,403,0,0.000331
11,BigFlatBox,1,6,0.6,0,370,0,0.000385
12,BigFlatBox,1,6,0.6,0,457.4,0,0.000379
13,BigFlatBox,1,6,0.6,0,379.2,0,0.000366
14,BigFlatBox,1,6,0.6,0,408,0,0.000368
6,Cube,1.01,6,0.6,0,48.4,0,0.000441
7,Cube,1.01,6,0.6,0,55.6,0,0.000425
8,Cube,1.01,6,0.6,0,62.4,0,0.000417
9,Cube,1.01,6,0.6,0,68.2,0,0.00041
10,Cube,1.01,6,0.6,0,66.2,0,0.00042
11,Cube,1.01,6,0.6,0,71.2,0,0.000421
12,Cube,1.01,6,0.6,0,89.4,0,0.000447
13,Cube,1.01,6,0.6,0,78,0,0.000412
14,Cube,1.01,6,0.6,0,82.4,0,0.000413
6,FlatBox,1.01,6,0.6,0,111.8,0,0.000403
7,FlatBox,1.01,6,0.6,0,116.2,0,0.000433
8,FlatBox,1.01,6,0.6,0,136.4,0,0.000395
9,FlatBox,1.01,6,0.6,0,121.6,0,0.000352
10,FlatBox,1.01,6,0.6,0,120,0,0.000393
11,FlatBox,1.01,6,0.6,0,134,0,0.000398
12,FlatBox,1.01,6,0.6,0,154.4,0,0.000416
13,FlatBox,1.01,6,0.6,0,167.2,0,0.00039
14,FlatBox,1.01,6,0.6,0,153.2,0,0.000387
6,BigFlatBox,1.01,6,0.6,0,295.4,0,0.000394
7,BigFlatBox,1.01,6,0.6,0,381.2,0,0.000359
8,BigFlatBox,1.01,6,0.6,0,417.5,0,0.000363
9,BigFlatBox,1.01,6,0.6,0,358.6,0,0.000389
10,BigFlatBox,1.01,6,0.6,0,480.5,0,0.000365
11,BigFlatBox,1.01,6,0.6,0,535.2,0,0.000369
12,BigFlatBox,1.01,6,0.6,0,461.2,0,0.000361
13,BigFlatBox,1.01,6,0.6,0,347.6,0,0.000352
14,BigFlatBox,1.01,6,0.6,0,556.7,0,0.000384
6,Cube,1.02,6,0.6,0,54.2,0,0.000422
7,Cube,1.02,6,0.6,0,48,0,0.000481
8,Cube,1.02,6,0.6,0,51.8,0,0.000416
9,Cube,1.02,6,0.6,0,58.4,0,0.000419
10,Cube,1.02,6,0.6,0,75.2,0,0.000407
11,Cube,1.02,6,0.6,0,81.6,0,0.000401
12,Cube,1.02,6,0.6,0,77.2,0,0.00041
13,Cube,1.02,6,0.6,0,88.3,0,0.0004
14,Cube,1.02,6,0.6,0,81.4,0,0.000407
6,FlatBox,1.02,6,0.6,0,99.8,0,0.000342
7,FlatBox,1.02,6,0.6,0,114.8,0,0.000338
8,FlatBox,1.02,6,0.6,0,130.5,0,0.000394
9,FlatBox,1.02,6,0.6,0,125.6,0,0.00039
10,FlatBox,1.02,6,0.6,0,153.1,0,0.000361
11,FlatBox,1.02,6,0.6,0,143.8,0,0.000317
12,FlatBox,1.02,6,0.6,0,165.1,0,0.000311
13,FlatBox,1.02,6,0.6,0,173.4,0,0.000332
14,FlatBox,1.02,6,0.6,0,192.5,0,0.000319
6,BigFlatBox,1.02,6,0.6,0,392,0,0.000325
7,BigFlatBox,1.02,6,0.6,0,354.8,0,0.000401
8,BigFlatBox,1.02,6,0.6,0,403.2,0,0.000382
9,BigFlatBox,1.02,6,0.6,0,440.5,0,0.000362
10,BigFlatBox,1.02,6,0.6,0,530,0,0.000337
11,BigFlatBox,1.02,6,0.6,0,542.6,0,0.000324
12,BigFlatBox,1.02,6,0.6,0,582,0,0.000349
13,BigFlatBox,1.02,6,0.6,0,335.4,0,0.000366
14,BigFlatBox,1.02,6,0.6,0,393,0,0.000322
6,Cube,1,7,0.6,0,41.6,0,0.000511
7,Cube,1,7,0.6,0,47.4,0,0.000478
8,Cube,1,7,0.6,0,54.6,0,0.000399
9,Cube,1,7,0.6,0,57.8,0,0.000494
10,Cube,1,7,0.6,0,59.2,0,0.000425
11,Cube,1,7,0.6,0,58,0,0.000429
12,Cube,1,7,0.6,0,58.6,0,0.00041
13,Cube,1,7,0.6,0,66.4,0,0.0004
14,Cube,1,7,0.6,0,71.6,0,0.000403
6,FlatBox,1,7,0.6,0,88.2,0,0.000406
7,FlatBox,1,7,0.6,0,91.5,0,0.000395
8,FlatBox,1,7,0.6,0,81.2,0,0.000405
9,FlatBox,1,7,0.6,0,97.8,0,0.000405
10,FlatBox,1,7,0.6,0,110,0,0.000461
11,FlatBox,1,7,0.6,0,114,0,0.000344
12,FlatBox,1,7,0.6,0,121,0,0.000312
13,FlatBox,1,7,0.6,0,134,0,0.000396
14,FlatBox,1,7,0.6,0,124.8,0,0.000445
6,BigFlatBox,1,7,0.6,0,259,0,0.000381
7,BigFlatBox,1,7,0.6,0,229.6,0,0.000393
8,BigFlatBox,1,7,0.6,0,295.2,0,0.000375
9,BigFlatBox,1,7,0.6,0,325.8,0,0.000367
10,BigFlatBox,1,7,0.6,0,324.6,0,0.000386
11,BigFlatBox,1,7,0.6,0,330.6,0,0.000356
12,BigFlatBox,1,7,0.6,0,384,0,0.000389
13,BigFlatBox,1,7,0.6,0,364.6,0,0.000363
14,BigFlatBox,1,7,0.6,0,399.6,0,0.000358
6,Cube,1.01,7,0.6,0,42.8,0,0.000438
7,Cube,1.01,7,0.6,0,45.8,0,0.000443
8,Cube,1.01,7,0.6,0,63,0,0.000425
9,Cube,1.01,7,0.6,0,61.6,0,0.000423
10,Cube,1.01,7,0.6,0,61.8,0,0.000419
11,Cube,1.01,7,0.6,0,61.2,0,0.000433
12,Cube,1.01,7,0.6,0,66.2,0,0.000426
13,Cube,1.01,7,0.6,0,62.4,0,0.00048
14,Cube,1.01,7,0.6,0,62,0,0.000456
6,FlatBox,1.01,7,0.6,0,82.7,0,0.00041
7,FlatBox,1.01,7,0.6,0,78.4,0,0.000412
8,FlatBox,1.01,7,0.6,0,89.6,0,0.0004
9,FlatBox,1.01,7,0.6,0,97.2,0,0.000409
10,FlatBox,1.01,7,0.6,0,95.6,0,0.000432
11,FlatBox,1.01,7,0.6,0,110.4,0,0.000416
12,FlatBox,1.01,7,0.6,0,123.9,0,0.000425
13,FlatBox,1.01,7,0.6,0,109.2,0,0.000388
14,FlatBox,1.01,7,0.6,0,120,0,0.000353
6,BigFlatBox,1.01,7,0.6,0,245.4,0,0.000357
7,BigFlatBox,1.01,7,0.6,0,289.2,0,0.000365
8,BigFlatBox,1.01,7,0.6,0,279.6,0,0.000374
9,BigFlatBox,1.01,7,0.6,0,316,0,0.000367
10,BigFlatBox,1.01,7,0.6,0,347.8,0,0.000392
11,BigFlatBox,1.01,7,0.6,0,277.3,0,0.0004
12,BigFlatBox,1.01,7,0.6,0,362.4,0,0.000398
13,BigFlatBox,1.01,7,0.6,0,392.1,0,0.000391
14,BigFlatBox,1.01,7,0.6,0,448.7,0,0.000374
6,Cube,1.02,7,0.6,0,43.3,0,0.00046
7,Cube,1.02,7,0.6,0,41.8,0,0.000396
8,Cube,1.02,7,0.6,0,47.2,0,0.000428
9,Cube,1.02,7,0.6,0,51,0,0.00051
10,Cube,1.02,7,0.6,0,56.5,0,0.00033
11,Cube,1.02,7,0.6,0,54.4,0,0.000441
12,Cube,1.02,7,0.6,0,58.6,0,0.000441
13,Cube,1.02,7,0.6,0,70.2,0,0.000426
14,Cube,1.02,7,0.6,0,70.1,0,0.000485
6,FlatBox,1.02,7,0.6,0,74.6,0,0.000403
7,FlatBox,1.02,7,0.6,0,93.3,0,0.000408
8,FlatBox,1.02,7,0.6,0,93.8,0,0.000408
9,FlatBox,1.02,7,0.6,0,102.4,0,0.000407
10,FlatBox,1.02,7,0.6,0,107.2,0,0.000424
11,FlatBox,1.02,7,0.6,0,122.5,0,0.00039
12,FlatBox,1.02,7,0.6,0,110,0,0.000389
13,FlatBox,1.02,7,0.6,0,144.8,0,0.000399
14,FlatBox,1.02,7,0.6,0,131.2,0,0.000404
6,BigFlatBox,1.02,7,0.6,0,263.1,0,0.000377
7,BigFlatBox,1.02,7,0.6,0,289.6,0,0.000372
8,BigFlatBox,1.02,7,0.6,0,296.9,0,0.000368
9,BigFlatBox,1.02,7,0.6,0,358.6,0,0.000341
10,BigFlatBox,1.02,7,0.6,0,411.2,0,0.000372
11,BigFlatBox,1.02,7,0.6,0,395.4,0,0.00038
12,BigFlatBox,1.02,7,0.6,0,453.1,0,0.00038
13,BigFlatBox,1.02,7,0.6,0,417.4,0,0.000378
14,BigFlatBox,1.02,7,0.6,0,317.7,0,0.000376
6,Cube,1,8,0.6,0,41.8,0,0.000435
7,Cube,1,8,0.6,0,44,0,0.000456
8,Cube,1,8,0.6,0,43.4,0,0.000454
9,Cube,1,8,0.6,0,54.7,0,0.000438
10,Cube,1,8,0.6,0,59.2,0,0.000433
11,Cube,1,8,0.6,0,58,0,0.000433
12,Cube,1,8,0.6,0,60,0,0.000434
13,Cube,1,8,0.6,0,61,0,0.000472
14,Cube,1,8,0.6,0,60,0,0.000458
6,FlatBox,1,8,0.6,0,64.3,0,0.000464
7,FlatBox,1,8,0.6,0,67.8,0,0.000413
8,FlatBox,1,8,0.6,0,69.8,0,0.000467
9,FlatBox,1,8,0.6,0,85,0,0.00042
10,FlatBox,1,8,0.6,0,95.2,0,0.000411
11,FlatBox,1,8,0.6,0,98.8,0,0.000444
12,FlatBox,1,8,0.6,0,122.6,0,0.000405
13,FlatBox,1,8,0.6,0,121.6,0,0.000399
14,FlatBox,1,8,0.6,0,122.4,0,0.000405
6,BigFlatBox,1,8,0.6,0,218.4,0,0.00038
7,BigFlatBox,1,8,0.6,0,257,0,0.000382
8,BigFlatBox,1,8,0.6,0,260,0,0.000386
9,BigFlatBox,1,8,0.6,0,281.4,0,0.000404
10,BigFlatBox,1,8,0.6,0,277.2,0,0.000372
11,BigFlatBox,1,8,0.6,0,321,0,0.000383
12,BigFlatBox,1,8,0.6,0,357.2,0,0.000378
13,BigFlatBox,1,8,0.6,0,346.5,0,0.000321
14,BigFlatBox,1,8,0.6,0,328.2,0,0.000404
6,Cube,1.01,8,0.6,0,41.5,0,0.000444
7,Cube,1.01,8,0.6,0,44,0,0.000447
8,Cube,1.01,8,0.6,0,46,0,0.000448
9,Cube,1.01,8,0.6,0,43.8,0,0.00046
10,Cube,1.01,8,0.6,0,49.4,0,0.000441
11,Cube,1.01,8,0.6,0,58,0,0.000439
12,Cube,1.01,8,0.6,0,70.9,0,0.000415
13,Cube,1.01,8,0.6,0,62.8,0,0.000428
14,Cube,1.01,8,0.6,0,66.6,0,0.000425
6,FlatBox,1.01,8,0.6,0,61.4,0,0.000425
7,FlatBox,1.01,8,0.6,0,73.1,0,0.000419
8,FlatBox,1.01,8,0.6,0,83,0,0.000415
9,FlatBox,1.01,8,0.6,0,83.5,0,0.00041
10,FlatBox,1.01,8,0.6,0,92.6,0,0.000411
11,FlatBox,1.01,8,0.6,0,101.1,0,0.000437
12,FlatBox,1.01,8,0.6,0,104.6,0,0.000402
13,FlatBox,1.01,8,0.6,0,130,0,0.00044
14,FlatBox,1.01,8,0.6,0,128,0,0.000435
6,BigFlatBox,1.01,8,0.6,0,245.1,0,0.000361
7,BigFlatBox,1.01,8,0.6,0,263,0,0.000366
8,BigFlatBox,1.01,8,0.6,0,254.1,0,0.000383
9,BigFlatBox,1.01,8,0.6,0,321.2,0,0.000405
10,BigFlatBox,1.01,8,0.6,0,213.9,0,0.00041
11,BigFlatBox,1.01,8,0.6,0,281.2,0,0.000383
12,BigFlatBox,1.01,8,0.6,0,331.3,0,0.000391
13,BigFlatBox,1.01,8,0.6,0,323.4,0,0.00038
14,BigFlatBox,1.01,8,0.6,0,426,0,0.000377
6,Cube,1.02,8,0.6,0,46.6,0,0.000437
7,Cube,1.02,8,0.6,0,46,0,0.000513
8,Cube,1.02,8,0.6,0,50.4,0,0.000448
9,Cube,1.02,8,0.6,0,46.4,0,0.000449
10,Cube,1.02,8,0.6,0,45.2,0,0.000452
11,Cube,1.02,8,0.6,0,45.6,0,0.000479
12,Cube,1.02,8,0.6,0,43.6,0,0.000521
13,Cube,1.02,8,0.6,0,47.8,0,0.000446
14,Cube,1.02,8,0.6,0,49.2,0,0.000435
6,FlatBox,1.02,8,0.6,0,68.4,0,0.000457
7,FlatBox,1.02,8,0.6,0,66.4,0,0.000427
8,FlatBox,1.02,8,0.6,0,87.4,0,0.000404
9,FlatBox,1.02,8,0.6,0,112.8,0,0.000417
10,FlatBox,1.02,8,0.6,0,92.5,0,0.000408
11,FlatBox,1.02,8,0.6,0,96.2,0,0.000407
12,FlatBox,1.02,8,0.6,0,98.7,0,0.000411
13,FlatBox,1.02,8,0.6,0,95.4,0,0.000413
14,FlatBox,1.02,8,0.6,0,100.6,0,0.000407
6,BigFlatBox,1.02,8,0.6,0,313.6,0,0.000376
7,BigFlatBox,1.02,8,0.6,0,276.3,0,0.000385
8,BigFlatBox,1.02,8,0.6,0,303,0,0.000405
9,BigFlatBox,1.02,8,0.6,0,264.7,0,0.000375
10,BigFlatBox,1.02,8,0.6,0,275.6,0,0.000377
11,BigFlatBox,1.02,8,0.6,0,409.6,0,0.00037
12,BigFlatBox,1.02,8,0.6,0,258,0,0.000393
13,BigFlatBox,1.02,8,0.6,0,332.6,0,0.000382
14,BigFlatBox,1.02,8,0.6,0,372.2,0,0.000378
6,Cube,1,9,0.6,0,38,0,0.000311
7,Cube,1,9,0.6,0,41.4,0,0.000323
8,Cube,1,9,0.6,0,40.6,0,0.000427
9,Cube,1,9,0.6,0,45.2,0,0.00046
10,Cube,1,9,0.6,0,44.9,0,0.000565
11,Cube,1,9,0.6,0,47,0,0.000454
12,Cube,1,9,0.6,0,47.6,0,0.000396
13,Cube,1,9,0.6,0,54.4,0,0.000514
14,Cube,1,9,0.6,0,56,0,0.000502
6,FlatBox,1,9,0.6,0,58.8,0,0.000408
7,FlatBox,1,9,0.6,0,59.4,0,0.000431
8,FlatBox,1,9,0.6,0,61,0,0.000477
9,FlatBox,1,9,0.6,0,70.4,0,0.000459
10,FlatBox,1,9,0.6,0,71.4,0,0.000408
11,FlatBox,1,9,0.6,0,82.4,0,0.000406
12,FlatBox,1,9,0.6,0,90.4,0,0.000455
13,FlatBox,1,9,0.6,0,108.3,0,0.000405
14,FlatBox,1,9,0.6,0,102.8,0,0.00041
6,BigFlatBox,1,9,0.6,0,208.2,0,0.000388
7,BigFlatBox,1,9,0.6,0,233.4,0,0.000376
8,BigFlatBox,1,9,0.6,0,213.2,0,0.000379
9,BigFlatBox,1,9,0.6,0,233.8,0,0.000402
10,BigFlatBox,1,9,0.6,0,240.2,0,0.000373
11,BigFlatBox,1,9,0.6,0,244.4,0,0.000399
12,BigFlatBox,1,9,0.6,0,244.4,0,0.000387
13,BigFlatBox,1,9,0.6,0,290,0,0.000384
14,BigFlatBox,1,9,0.6,0,291.2,0,0.000396
6,Cube,1.01,9,0.6,0,40.8,0,0.000464
7,Cube,1.01,9,0.6,0,41.8,0,0.000462
8,Cube,1.01,9,0.6,0,39.6,0,0.000462
9,Cube,1.01,9,0.6,0,40.6,0,0.000467
10,Cube,1.01,9,0.6,0,51,0,0.000451
11,Cube,1.01,9,0.6,0,44.6,0,0.000434
12,Cube,1.01,9,0.6,0,48.8,0,0.000403
13,Cube,1.01,9,0.6,0,49.6,0,0.000433
14,Cube,1.01,9,0.6,0,54.8,0,0.000527
6,FlatBox,1.01,9,0.6,0,48.4,0,0.000494
7,FlatBox,1.01,9,0.6,0,65.4,0,0.000464
8,FlatBox,1.01,9,0.6,0,70.8,0,0.000483
9,FlatBox,1.01,9,0.6,0,73.8,0,0.000429
10,FlatBox,1.01,9,0.6,0,75.6,0,0.000461
11,FlatBox,1.01,9,0.6,0,83.4,0,0.000428
12,FlatBox,1.01,9,0.6,0,93.8,0,0.000416
13,FlatBox,1.01,9,0.6,0,90.4,0,0.000409
14,FlatBox,1.01,9,0.6,0,109.2,0,0.000431
6,BigFlatBox,1.01,9,0.6,0,166.2,0,0.000388
7,BigFlatBox,1.01,9,0.6,0,217.4,0,0.000415
8,BigFlatBox,1.01,9,0.6,0,232,0,0.000386
9,BigFlatBox,1.01,9,0.6,0,266.2,0,0.000393
10,BigFlatBox,1.01,9,0.6,0,233.2,0,0.000424
11,BigFlatBox,1.01,9,0.6,0,316.3,0,0.000386
12,BigFlatBox,1.01,9,0.6,0,289.7,0,0.000376
13,BigFlatBox,1.01,9,0.6,0,299.5,0,0.000391
14,BigFlatBox,1.01,9,0.6,0,297.2,0,0.000383
6,Cube,1.02,9,0.6,0,34.4,0,0.000475
7,Cube,1.02,9,0.6,0,38.6,0,0.000455
8,Cube,1.02,9,0.6,0,40,0,0.000438
9,Cube,1.02,9,0.6,0,40.8,0,0.000515
10,Cube,1.02,9,0.6,0,43.1,0,0.000474
11,Cube,1.02,9,0.6,0,49.4,0,0.000454
12,Cube,1.02,9,0.6,0,47.2,0,0.00045
13,Cube,1.02,9,0.6,0,52,0,0.000444
14,Cube,1.02,9,0.6,0,52.4,0,0.000452
6,FlatBox,1.02,9,0.6,0,58.6,0,0.000451
7,FlatBox,1.02,9,0.6,0,56.1,0,0.000536
8,FlatBox,1.02,9,0.6,0,66.6,0,0.000477
9,FlatBox,1.02,9,0.6,0,65.3,0,0.000437
10,FlatBox,1.02,9,0.6,0,91.4,0,0.000413
11,FlatBox,1.02,9,0.6,0,79.3,0,0.000492
12,FlatBox,1.02,9,0.6,0,96.8,0,0.000412
13,FlatBox,1.02,9,0.6,0,94.5,0,0.000445
14,FlatBox,1.02,9,0.6,0,81.8,0,0.000418
6,BigFlatBox,1.02,9,0.6,0,244.4,0,0.000401
7,BigFlatBox,1.02,9,0.6,0,233.8,0,0.000394
8,BigFlatBox,1.02,9,0.6,0,245.7,0,0.000404
9,BigFlatBox,1.02,9,0.6,0,284.4,0,0.000399
10,BigFlatBox,1.02,9,0.6,0,237.1,0,0.000393
11,BigFlatBox,1.02,9,0.6,0,264.8,0,0.000382
12,BigFlatBox,1.02,9,0.6,0,216.8,0,0.000385
13,BigFlatBox,1.02,9,0.6,0,297,0,0.000368
14,BigFlatBox,1.02,9,0.6,0,265.8,0,0.000396
6,Cube,1,10,0.6,0,37.2,0,0.000463
7,Cube,1,10,0.6,0,38.1,0,0.000462
8,Cube,1,10,0.6,0,39.8,0,0.000451
9,Cube,1,10,0.6,0,41.6,0,0.00051
10,Cube,1,10,0.6,0,43.8,0,0.000469
11,Cube,1,10,0.6,0,45.7,0,0.000463
12,Cube,1,10,0.6,0,48.6,0,0.000462
13,Cube,1,10,0.6,0,47.4,0,0.000448
14,Cube,1,10,0.6,0,53.6,0,0.000443
6,FlatBox,1,10,0.6,0,55.5,0,0.000449
7,FlatBox,1,10,0.6,0,52.8,0,0.000446
8,FlatBox,1,10,0.6,0,54,0,0.000448
9,FlatBox,1,10,0.6,0,71.2,0,0.000466
10,FlatBox,1,10,0.6,0,61.4,0,0.00043
11,FlatBox,1,10,0.6,0,68.8,0,0.000428
12,FlatBox,1,10,0.6,0,85.1,0,0.000456
13,FlatBox,1,10,0.6,0,87.8,0,0.000426
14,FlatBox,1,10,0.6,0,86.1,0,0.000449
6,BigFlatBox,1,10,0.6,0,222.6,0,0.000421
7,BigFlatBox,1,10,0.6,0,192,0,0.000392
8,BigFlatBox,1,10,0.6,0,232,0,0.00039
9,BigFlatBox,1,10,0.6,0,215.7,0,0.000386
10,BigFlatBox,1,10,0.6,0,216.8,0,0.000386
11,BigFlatBox,1,10,0.6,0,236.9,0,0.000393
12,BigFlatBox,1,10,0.6,0,242,0,0.000404
13,BigFlatBox,1,10,0.6,0,235.4,0,0.000412
14,BigFlatBox,1,10,0.6,0,264.2,0,0.000395
6,Cube,1.01,10,0.6,0,34,0,0.000521
7,Cube,1.01,10,0.6,0,35,0,0.00048
8,Cube,1.01,10,0.6,0,40.8,0,0.000537
9,Cube,1.01,10,0.6,0,40,0,0.000439
10,Cube,1.01,10,0.6,0,38.4,0,0.000462
11,Cube,1.01,10,0.6,0,39,0,0.000463
12,Cube,1.01,10,0.6,0,38.6,0,0.000481
13,Cube,1.01,10,0.6,0,41.4,0,0.000512
14,Cube,1.01,10,0.6,0,45.4,0,0.000462
6,FlatBox,1.01,10,0.6,0,51.4,0,0.000444
7,FlatBox,1.01,10,0.6,0,72.6,0,0.000457
8,FlatBox,1.01,10,0.6,0,65.2,0,0.000516
9,FlatBox,1.01,10,0.6,0,66.4,0,0.000454
10,FlatBox,1.01,10,0.6,0,53.4,0,0.000451
11,FlatBox,1.01,10,0.6,0,79.6,0,0.000401
12,FlatBox,1.01,10,0.6,0,85,0,0.00038
13,FlatBox,1.01,10,0.6,0,70.8,0,0.00043
14,FlatBox,1.01,10,0.6,0,95.8,0,0.000452
6,BigFlatBox,1.01,10,0.6,0,180.5,0,0.000368
7,BigFlatBox,1.01,10,0.6,0,203.2,0,0.000359
8,BigFlatBox,1.01,10,0.6,0,252.2,0,0.000384
9,BigFlatBox,1.01,10,0.6,0,204.2,0,0.000432
10,BigFlatBox,1.01,10,0.6,0,236.3,0,0.000406
11,BigFlatBox,1.01,10,0.6,0,249.3,0,0.000414
12,BigFlatBox,1.01,10,0.6,0,248.3,0,0.00042
13,BigFlatBox,1.01,10,0.6,0,237.2,0,0.000408
14,BigFlatBox,1.01,10,0.6,0,393.3,0,0.000376
6,Cube,1.02,10,0.6,0,36.8,0,0.000483
7,Cube,1.02,10,0.6,0,37.2,0,0.000422
8,Cube,1.02,10,0.6,0,33.6,0,0.000461
9,Cube,1.02,10,0.6,0,38,0,0.000461
10,Cube,1.02,10,0.6,0,40,0,0.000432
11,Cube,1.02,10,0.6,0,39.4,0,0.000459
12,Cube,1.02,10,0.6,0,46,0,0.000462
13,Cube,1.02,10,0.6,0,47.4,0,0.000495
14,Cube,1.02,10,0.6,0,47.8,0,0.000486
6,FlatBox,1.02,10,0.6,0,44.1,0,0.000461
7,FlatBox,1.02,10,0.6,0,55.4,0,0.00049
8,FlatBox,1.02,10,0.6,0,59.8,0,0.000483
9,FlatBox,1.02,10,0.6,0,71,0,0.000492
10,FlatBox,1.02,10,0.6,0,75.2,0,0.000463
